ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Alignment
Dutch-474_xendjo-1,,Dutch,474_xendjo,hinde,hɪndə,h ɪ n d ə,,,133,,,,h ɪ n d - ə
ProtoGermanic-463_xaslaz-1,,ProtoGermanic,463_xaslaz,*xaslaz,xaslaz,x a s l a z,,,134,,,,x a s - l ( a z )
German-463_xaslaz-1,,German,463_xaslaz,Hasel,haːzəl,h aː z ə l,,,134,,,,h aː z ə l ( - - )
English-463_xaslaz-1,,English,463_xaslaz,hazel,heɪzḷ,h eɪ z ə l,,,134,,,,h eɪ z ə l ( - - )
Dutch-463_xaslaz-1,,Dutch,463_xaslaz,hazelaar,haːzəlaːr,h aː z ə l aː r,,,134,,,,h aː z ə l ( aː r )
ProtoGermanic-340_strangiz-1,,ProtoGermanic,340_strangiz,*strangiz,strangiz,s t r a n g i z,,,135,,,,s t r a n g ( i z )
German-340_strangiz-1,,German,340_strangiz,Strang,ʃtraŋ,ʃ t r a ŋ,,,135,,,,ʃ t r a ŋ - ( - - )
English-340_strangiz-1,,English,340_strangiz,string,strɪŋ,s t r ɪ ŋ,,,135,,,,s t r ɪ ŋ - ( - - )
Dutch-340_strangiz-1,,Dutch,340_strangiz,streng,strɛŋ,s t r ɛ ŋ,,,135,,,,s t r ɛ ŋ - ( - - )
ProtoGermanic-260_ruman-1,,ProtoGermanic,260_ruman,*rūman,ruːman,r uː m a n,,,136,,,,r uː m ( a n )
German-260_ruman-1,,German,260_ruman,Raum,raum,r au m,,,136,,,,r au m ( - - )
English-260_ruman-1,,English,260_ruman,room,ruːm,r uː m,,,136,,,,r uː m ( - - )
Dutch-260_ruman-1,,Dutch,260_ruman,ruim,rœym,r œy m,,,136,,,,r œy m ( - - )
ProtoGermanic-28_brekanan-1,,ProtoGermanic,28_brekanan,*brekanan,brekanan,b r e k a n a n,,,137,,,,b r e k a n ( a n )
German-28_brekanan-1,,German,28_brekanan,brechen,brɛxən,b r ɛ x ə n,,,137,,,,b r ɛ x ə n ( - - )
English-28_brekanan-1,,English,28_brekanan,break,breɪk,b r eɪ k,,,137,,,,b r eɪ k - - ( - - )
Dutch-28_brekanan-1,,Dutch,28_brekanan,breken,breːkə,b r eː k ə,,,137,,,,b r eː k ə - ( - - )
ProtoGermanic-426_wokraz-1,,ProtoGermanic,426_wokraz,*wokraz,wokraz,w o k r a z,,,138,,,,w o k - r ( a z )
German-426_wokraz-1,,German,426_wokraz,Wucher,vuːxər,v uː x ə r,,,138,,,,v uː x ə r ( - - )
Dutch-426_wokraz-1,,Dutch,426_wokraz,woeker,ʋuːkər,ʋ uː k ə r,,,138,,,,ʋ uː k ə r ( - - )
ProtoGermanic-386_utraz-1,,ProtoGermanic,386_utraz,*utraz,utraz,u t r a z,,,139,,,,u t - r ( a z )
German-386_utraz-1,,German,386_utraz,Otter,ɔtər,ɔ t ə r,,,139,,,,ɔ t ə r ( - - )
English-386_utraz-1,,English,386_utraz,adder,ædər,æ d ə r,,,139,,,,æ d ə r ( - - )
Dutch-386_utraz-1,,Dutch,386_utraz,adder,ɑdər,ɑ d ə r,,,139,,,,ɑ d ə r ( - - )
ProtoGermanic-272_saumaz-1,,ProtoGermanic,272_saumaz,*saumaz,saumaz,s au m a z,,,140,,,,s au m ( a z )
German-272_saumaz-1,,German,272_saumaz,Saum,zaum,z au m,,,140,,,,z au m ( - - )
English-272_saumaz-1,,English,272_saumaz,seam,siːm,s iː m,,,140,,,,s iː m ( - - )
Dutch-272_saumaz-1,,Dutch,272_saumaz,zoom,zoːm,z oː m,,,140,,,,z oː m ( - - )
ProtoGermanic-184_likan-1,,ProtoGermanic,184_likan,*līkan,liːkan,l iː k a n,,,141,,,,l iː k ( a n )
German-184_likan-1,,German,184_likan,Leiche,laixə,l ai x ə,,,141,,,,l ai x ( ə - )
Dutch-184_likan-1,,Dutch,184_likan,lijk,lɛɪk,l ɛɪ k,,,141,,,,l ɛɪ k ( - - )
ProtoGermanic-7_bannan-1,,ProtoGermanic,7_bannan,*bannan,bannan,b a nː a n,,,142,,,,b a nː ( a n )
German-7_bannan-1,,German,7_bannan,Bann,ban,b a n,,,142,,,,b a n ( - - )
English-7_bannan-1,,English,7_bannan,ban,bæn,b æ n,,,142,,,,b æ n ( - - )
Dutch-7_bannan-1,,Dutch,7_bannan,ban,bɑn,b ɑ n,,,142,,,,b ɑ n ( - - )
ProtoGermanic-312_spango-1,,ProtoGermanic,312_spango,*spangō,spangoː,s p a n g oː,,,143,,,,s p a n g ( oː )
German-312_spango-1,,German,312_spango,Spange,ʃpaŋə,ʃ p a ŋ ə,,,143,,,,ʃ p a ŋ - ( ə )
Dutch-312_spango-1,,Dutch,312_spango,spang,spɑŋ,s p ɑ ŋ,,,143,,,,s p ɑ ŋ - ( - )
ProtoGermanic-166_leuxtjanan-1,,ProtoGermanic,166_leuxtjanan,*leuxtjanan,leuxtjanan,l eu x t j a n a n,,,144,,,,l eu x t j a n ( a n )
German-166_leuxtjanan-1,,German,166_leuxtjanan,leuchten,lɔyxtən,l ɔy x t ə n,,,144,,,,l ɔy x t - ə n ( - - )
English-166_leuxtjanan-1,,English,166_leuxtjanan,light,laɪt,l aɪ t,,,144,,,,l aɪ - t - - - ( - - )
Dutch-166_leuxtjanan-1,,Dutch,166_leuxtjanan,lichten,lɪxtə,l ɪ x t ə,,,144,,,,l ɪ x t - ə - ( - - )
ProtoGermanic-457_xandlojanan-1,,ProtoGermanic,457_xandlojanan,*xandlōjanan,xandloːjanan,x a n d l oː j a n a n,,,145,,,,x a n d - l ( oː j a n a n )
German-457_xandlojanan-1,,German,457_xandlojanan,handeln,handəln,h a n d ə l n,,,145,,,,h a n d ə l ( - n - - - - )
English-457_xandlojanan-1,,English,457_xandlojanan,handle,hændḷ,h æ n d ə l,,,145,,,,h æ n d ə l ( - - - - - - )
Dutch-457_xandlojanan-1,,Dutch,457_xandlojanan,handelen,hɑndələ,h ɑ n d ə l ə,,,145,,,,h ɑ n d ə l ( ə - - - - - )
ProtoGermanic-151_laistjanan-1,,ProtoGermanic,151_laistjanan,*laistjanan,laistjanan,l ai s t j a n a n,,,146,,,,l ai s t j a n ( a n )
German-151_laistjanan-1,,German,151_laistjanan,leisten,laistən,l ai s t ə n,,,146,,,,l ai s t - ə n ( - - )
English-151_laistjanan-1,,English,151_laistjanan,last,lɑːst,l ɑː s t,,,146,,,,l ɑː s t - - - ( - - )
ProtoGermanic-140_knuppaz-1,,ProtoGermanic,140_knuppaz,*knuppaz,knuppaz,k n u pː a z,,,147,,,,k n u pː ( a z )
German-140_knuppaz-1,,German,140_knuppaz,Knopf,knɔp͡f,k n ɔ pf,,,147,,,,k n ɔ pf ( - - )
English-140_knuppaz-1,,English,140_knuppaz,knob,nɔb,n ɔ b,,,147,,,,- n ɔ b ( - - )
Dutch-140_knuppaz-1,,Dutch,140_knuppaz,knoop,knoːp,k n oː p,,,147,,,,k n oː p ( - - )
ProtoGermanic-347_stenan-1,,ProtoGermanic,347_stenan,*stēnan,steːnan,s t eː n a n,,,148,,,,s t eː - n ( a n )
German-347_stenan-1,,German,347_stenan,stehen,ʃteːən,ʃ t eː ə n,,,148,,,,ʃ t eː ə n ( - - )
Dutch-347_stenan-1,,Dutch,347_stenan,staan,staːn,s t aː n,,,148,,,,s t aː - n ( - - )
ProtoGermanic-20_beudanan-1,,ProtoGermanic,20_beudanan,*beudanan,beudanan,b eu d a n a n,,,149,,,,b eu d a n ( a n )
German-20_beudanan-1,,German,20_beudanan,bieten,biːtən,b iː t ə n,,,149,,,,b iː t ə n ( - - )
English-20_beudanan-1,,English,20_beudanan,bid,bɪd,b ɪ d,,,149,,,,b ɪ d - - ( - - )
Dutch-20_beudanan-1,,Dutch,20_beudanan,bieden,biːdə,b iː d ə,,,149,,,,b iː d ə - ( - - )
ProtoGermanic-522_unraz-1,,ProtoGermanic,522_unraz,*θunraz,θunraz,θ u n r a z,,,150,,,,θ u n - - r ( a z )
German-522_unraz-1,,German,522_unraz,Donner,dɔnər,d ɔ n ə r,,,150,,,,d ɔ n - ə r ( - - )
English-522_unraz-1,,English,522_unraz,thunder,θʌndər,θ ʌ n d ə r,,,150,,,,θ ʌ n d ə r ( - - )
Dutch-522_unraz-1,,Dutch,522_unraz,donder,dɔndər,d ɔ n d ə r,,,150,,,,d ɔ n d ə r ( - - )
ProtoGermanic-296_skuman-1,,ProtoGermanic,296_skuman,*skuman,skuman,s k u m a n,,,151,,,,s k u m ( a n )
German-296_skuman-1,,German,296_skuman,Schaum,ʃaum,ʃ au m,,,151,,,,ʃ - au m ( - - )
Dutch-296_skuman-1,,Dutch,296_skuman,schuim,sxœym,s x œy m,,,151,,,,s x œy m ( - - )
ProtoGermanic-134_klembanan-1,,ProtoGermanic,134_klembanan,*klembanan,klembanan,k l e m b a n a n,,,152,,,,k l e m b a n ( a n )
German-134_klembanan-1,,German,134_klembanan,klimmen,klɪmən,k l ɪ m ə n,,,152,,,,k l ɪ m - ə n ( - - )
English-134_klembanan-1,,English,134_klembanan,climb,klaɪm,k l aɪ m,,,152,,,,k l aɪ m - - - ( - - )
Dutch-134_klembanan-1,,Dutch,134_klembanan,klimmen,klɪmə,k l ɪ m ə,,,152,,,,k l ɪ m - ə - ( - - )
ProtoGermanic-238_rasto-1,,ProtoGermanic,238_rasto,*rastō,rastoː,r a s t oː,,,153,,,,r a s t ( oː )
German-238_rasto-1,,German,238_rasto,Rast,rast,r a s t,,,153,,,,r a s t ( - )
English-238_rasto-1,,English,238_rasto,rest,rɛst,r ɛ s t,,,153,,,,r ɛ s t ( - )
ProtoGermanic-110_garnan-1,,ProtoGermanic,110_garnan,*garnan,garnan,g a r n a n,,,154,,,,g a r n ( a n )
German-110_garnan-1,,German,110_garnan,Garn,ɡarn,ɡ a r n,,,154,,,,ɡ a r n ( - - )
English-110_garnan-1,,English,110_garnan,yarn,jɑːn,j ɑː n,,,154,,,,j ɑː - n ( - - )
Dutch-110_garnan-1,,Dutch,110_garnan,garen,xaːrə,x aː r ə,,,154,,,,x aː r - ( ə - )
ProtoGermanic-450_xaiiz-1,,ProtoGermanic,450_xaiiz,*xaiθiz,xaiθiz,x ai θ i z,,,155,,,,x ai θ i ( z )
German-450_xaiiz-1,,German,450_xaiiz,Heide,haidə,h ai d ə,,,155,,,,h ai d ə ( - )
English-450_xaiiz-1,,English,450_xaiiz,heath,hiːθ,h iː θ,,,155,,,,h iː θ - ( - )
ProtoGermanic-314_spanno-1,,ProtoGermanic,314_spanno,*spannō,spannoː,s p a nː oː,,,156,,,,s p a nː ( oː )
German-314_spanno-1,,German,314_spanno,Spanne,ʃpanə,ʃ p a n ə,,,156,,,,ʃ p a n ( ə )
English-314_spanno-1,,English,314_spanno,span,spæn,s p æ n,,,156,,,,s p æ n ( - )
ProtoGermanic-220_natilon-1,,ProtoGermanic,220_natilon,*natilōn,natiloːn,n a t i l oː n,,,157,,,,n a t i l ( oː n )
German-220_natilon-1,,German,220_natilon,Nessel,nɛsəl,n ɛ s ə l,,,157,,,,n ɛ s ə l ( - - )
English-220_natilon-1,,English,220_natilon,nettle,nɛtḷ,n ɛ t ə l,,,157,,,,n ɛ t ə l ( - - )
ProtoGermanic-475_xenkojanan-1,,ProtoGermanic,475_xenkojanan,*xenkōjanan,xenkoːjanan,x e n k oː j a n a n,,,158,,,,x e n k oː j a n ( a n )
German-475_xenkojanan-1,,German,475_xenkojanan,hinken,hɪŋkən,h ɪ ŋ k ə n,,,158,,,,h ɪ ŋ k - - ə n ( - - )
Dutch-475_xenkojanan-1,,Dutch,475_xenkojanan,hinken,hɪŋkə,h ɪ ŋ k ə,,,158,,,,h ɪ ŋ k - - ə - ( - - )
ProtoGermanic-63_dediz-1,,ProtoGermanic,63_dediz,*dēdiz,deːdiz,d eː d i z,,,159,,,,d eː d ( i z )
German-63_dediz-1,,German,63_dediz,Tat,taːt,t aː t,,,159,,,,t aː t ( - - )
English-63_dediz-1,,English,63_dediz,deed,diːd,d iː d,,,159,,,,d iː d ( - - )
Dutch-63_dediz-1,,Dutch,63_dediz,daad,daːt,d aː t,,,159,,,,d aː t ( - - )
ProtoGermanic-16_bendanan-1,,ProtoGermanic,16_bendanan,*bendanan,bendanan,b e n d a n a n,,,160,,,,b e n d a n ( a n )
German-16_bendanan-1,,German,16_bendanan,binden,bɪndən,b ɪ n d ə n,,,160,,,,b ɪ n d ə n ( - - )
English-16_bendanan-1,,English,16_bendanan,bind,baɪnd,b aɪ n d,,,160,,,,b aɪ n d - - ( - - )
Dutch-16_bendanan-1,,Dutch,16_bendanan,binden,bɪndə,b ɪ n d ə,,,160,,,,b ɪ n d ə - ( - - )
ProtoGermanic-515_enxslo-1,,ProtoGermanic,515_enxslo,*θenxslō,θenxsloː,θ e n x s l oː,,,161,,,,θ e ( n ) x s - l ( oː )
German-515_enxslo-1,,German,515_enxslo,Deichsel,daiksəl,d ai k s ə l,,,161,,,,d ai ( - ) k s ə l ( - )
Dutch-515_enxslo-1,,Dutch,515_enxslo,dissel,dɪsəl,d ɪ s ə l,,,161,,,,d ɪ ( - ) - s ə l ( - )
ProtoGermanic-294_skuldro-1,,ProtoGermanic,294_skuldro,*skuldrō,skuldroː,s k u l d r oː,,,162,,,,s k u l d - r ( oː )
German-294_skuldro-1,,German,294_skuldro,Schulter,ʃʊltər,ʃ ʊ l t ə r,,,162,,,,ʃ - ʊ l t ə r ( - )
English-294_skuldro-1,,English,294_skuldro,shoulder,ʃəʊldər,ʃ əʊ l d ə r,,,162,,,,ʃ - əʊ l d ə r ( - )
Dutch-294_skuldro-1,,Dutch,294_skuldro,schouder,sxɑudər,s x ɑu d ə r,,,162,,,,s x ɑu - d ə r ( - )
ProtoGermanic-345_sturkaz-1,,ProtoGermanic,345_sturkaz,*sturkaz,sturkaz,s t u r k a z,,,163,,,,s t u r k ( a z )
German-345_sturkaz-1,,German,345_sturkaz,Storch,ʃtɔrx,ʃ t ɔ r x,,,163,,,,ʃ t ɔ r x ( - - )
English-345_sturkaz-1,,English,345_sturkaz,stork,stɔːk,s t ɔː k,,,163,,,,s t ɔː - k ( - - )
ProtoGermanic-496_xuzdan-1,,ProtoGermanic,496_xuzdan,*xuzdan,xuzdan,x u z d a n,,,164,,,,x u z d ( a n )
German-496_xuzdan-1,,German,496_xuzdan,Hort,hɔrt,h ɔ r t,,,164,,,,h ɔ r t ( - - )
English-496_xuzdan-1,,English,496_xuzdan,hoard,hɔːd,h ɔː d,,,164,,,,h ɔː - d ( - - )
ProtoGermanic-144_kwalo-1,,ProtoGermanic,144_kwalo,*kwalō,kwaloː,kʷ a l oː,,,165,,,,kʷ - a l ( oː )
German-144_kwalo-1,,German,144_kwalo,Qual,kvaːl,k v aː l,,,165,,,,k v aː l ( - )
Dutch-144_kwalo-1,,Dutch,144_kwalo,kwaal,kʋaːl,k ʋ aː l,,,165,,,,k ʋ aː l ( - )
ProtoGermanic-66_end-1,,ProtoGermanic,66_end,*end,end,e n d,,,166,,,,- e n ( d )
German-66_end-1,,German,66_end,ein,ain,ai n,,,166,,,,- ai n ( - )
English-66_end-1,,English,66_end,one,ʋʌn,ʋ ʌ n,,,166,,,,ʋ ʌ n ( - )
Dutch-66_end-1,,Dutch,66_end,een,eːn,eː n,,,166,,,,- eː n ( - )
ProtoGermanic-349_stodan-1,,ProtoGermanic,349_stodan,*stōdan,stoːdan,s t oː d a n,,,167,,,,s t oː d a ( n )
German-349_stodan-1,,German,349_stodan,Stute,ʃtuːtə,ʃ t uː t ə,,,167,,,,ʃ t uː t ə ( - )
English-349_stodan-1,,English,349_stodan,stud,stʌd,s t ʌ d,,,167,,,,s t ʌ d - ( - )
ProtoGermanic-242_raan-1,,ProtoGermanic,242_raan,*raθan,raθan,r a θ a n,,,168,,,,r a θ ( a n )
German-242_raan-1,,German,242_raan,Rad,raːt,r aː t,,,168,,,,r aː d ( - - )
Dutch-242_raan-1,,Dutch,242_raan,rad,rɑt,r ɑ t,,,168,,,,r ɑ t ( - - )
ProtoGermanic-524_urpan-1,,ProtoGermanic,524_urpan,*θurpan,θurpan,θ u r p a n,,,169,,,,θ u r p ( a n )
German-524_urpan-1,,German,524_urpan,Dorf,dɔrf,d ɔ r f,,,169,,,,d ɔ r f ( - - )
Dutch-524_urpan-1,,Dutch,524_urpan,dorp,dɔrp,d ɔ r p,,,169,,,,d ɔ r p ( - - )
ProtoGermanic-170_libenan-1,,ProtoGermanic,170_libenan,*libēnan,libeːnan,l i b eː n a n,,,170,,,,l i b eː n ( a n )
German-170_libenan-1,,German,170_libenan,leben,leːbən,l eː b ə n,,,170,,,,l eː b ə n ( - - )
English-170_libenan-1,,English,170_libenan,live,laɪv,l aɪ v,,,170,,,,l aɪ v - - ( - - )
Dutch-170_libenan-1,,Dutch,170_libenan,leven,leːvə,l eː v ə,,,170,,,,l eː v ə - ( - - )
ProtoGermanic-113_geftiz-1,,ProtoGermanic,113_geftiz,*geftiz,geftiz,g e f t i z,,,171,,,,g e f t ( i z )
German-113_geftiz-1,,German,113_geftiz,Gift,ɡɪft,ɡ ɪ f t,,,171,,,,ɡ ɪ f t ( - - )
English-113_geftiz-1,,English,113_geftiz,gift,ɡɪft,ɡ ɪ f t,,,171,,,,ɡ ɪ f t ( - - )
Dutch-113_geftiz-1,,Dutch,113_geftiz,gift,xɪft,x ɪ f t,,,171,,,,x ɪ f t ( - - )
ProtoGermanic-494_xurnan-1,,ProtoGermanic,494_xurnan,*xurnan,xurnan,x u r n a n,,,172,,,,x u r n ( a n )
German-494_xurnan-1,,German,494_xurnan,Horn,hɔrn,h ɔ r n,,,172,,,,h ɔ r n ( - - )
English-494_xurnan-1,,English,494_xurnan,horn,hɔːn,h ɔː n,,,172,,,,h ɔː - n ( - - )
Dutch-494_xurnan-1,,Dutch,494_xurnan,hoorn,hoːrn,h oː r n,,,172,,,,h oː r n ( - - )
ProtoGermanic-216_nabo-1,,ProtoGermanic,216_nabo,*nabō,naboː,n a b oː,,,173,,,,n a b ( oː )
German-216_nabo-1,,German,216_nabo,Nabe,naːbə,n aː b ə,,,173,,,,n aː b ( ə )
English-216_nabo-1,,English,216_nabo,nave,neɪv,n eɪ v,,,173,,,,n eɪ v ( - )
Dutch-216_nabo-1,,Dutch,216_nabo,naaf,naːf,n aː f,,,173,,,,n aː f ( - )
ProtoGermanic-470_xelmaz-1,,ProtoGermanic,470_xelmaz,*xelmaz,xelmaz,x e l m a z,,,174,,,,x e l m ( a z )
German-470_xelmaz-1,,German,470_xelmaz,Helm,hɛlm,h ɛ l m,,,174,,,,h ɛ l m ( - - )
English-470_xelmaz-1,,English,470_xelmaz,helm,hɛlm,h ɛ l m,,,174,,,,h ɛ l m ( - - )
Dutch-470_xelmaz-1,,Dutch,470_xelmaz,helm,hɛlm,h ɛ l m,,,174,,,,h ɛ l m ( - - )
ProtoGermanic-392_wagnaz-1,,ProtoGermanic,392_wagnaz,*wagnaz,wagnaz,w a g n a z,,,175,,,,w a g - n ( a z )
German-392_wagnaz-1,,German,392_wagnaz,Wagen,vaːɡən,v aː ɡ ə n,,,175,,,,v aː ɡ ə n ( - - )
English-392_wagnaz-1,,English,392_wagnaz,wain,ʋeɪn,ʋ eɪ n,,,175,,,,ʋ eɪ - - n ( - - )
Dutch-392_wagnaz-1,,Dutch,392_wagnaz,wagen,ʋaːɣə,ʋ aː ɣ ə,,,175,,,,ʋ aː ɣ ə - ( - - )
ProtoGermanic-41_bo-1,,ProtoGermanic,41_bo,*bō,boː,b oː,,,176,,,,b oː ( - - )
German-41_bo-1,,German,41_bo,beide,baidə,b ai d ə,,,176,,,,b ai ( d ə )
English-41_bo-1,,English,41_bo,both,bəʊθ,b əʊ θ,,,176,,,,b əʊ ( θ - )
Dutch-41_bo-1,,Dutch,41_bo,beide,bɛɪdə,b ɛɪ d ə,,,176,,,,b ɛɪ ( d ə )
ProtoGermanic-203_meldon-1,,ProtoGermanic,203_meldon,*meldōn,meldoːn,m e l d oː n,,,177,,,,m e l d ( oː n )
German-203_meldon-1,,German,203_meldon,Melde,mɛldə,m ɛ l d ə,,,177,,,,m ɛ l d ( ə - )
Dutch-203_meldon-1,,Dutch,203_meldon,melde,mɛldə,m ɛ l d ə,,,177,,,,m ɛ l d ( ə - )
ProtoGermanic-208_mizdo-1,,ProtoGermanic,208_mizdo,*mizdō,mizdoː,m i z d oː,,,178,,,,m i z d ( oː )
German-208_mizdo-1,,German,208_mizdo,Miete,miːtə,m iː t ə,,,178,,,,m iː - t ( ə )
English-208_mizdo-1,,English,208_mizdo,meed,miːd,m iː d,,,178,,,,m iː - d ( - )
ProtoGermanic-517_eubaz-1,,ProtoGermanic,517_eubaz,*θeubaz,θeubaz,θ eu b a z,,,179,,,,θ eu b ( a z )
German-517_eubaz-1,,German,517_eubaz,Dieb,diːp,d iː p,,,179,,,,d iː b ( - - )
English-517_eubaz-1,,English,517_eubaz,thief,θiːf,θ iː f,,,179,,,,θ iː f ( - - )
Dutch-517_eubaz-1,,Dutch,517_eubaz,dief,diːf,d iː f,,,179,,,,d iː f ( - - )
ProtoGermanic-391_wadanan-1,,ProtoGermanic,391_wadanan,*wadanan,wadanan,w a d a n a n,,,180,,,,w a d a n ( a n )
German-391_wadanan-1,,German,391_wadanan,waten,vaːtən,v aː t ə n,,,180,,,,v aː t ə n ( - - )
English-391_wadanan-1,,English,391_wadanan,wade,ʋeɪd,ʋ eɪ d,,,180,,,,ʋ eɪ d - - ( - - )
Dutch-391_wadanan-1,,Dutch,391_wadanan,waden,ʋaːdə,ʋ aː d ə,,,180,,,,ʋ aː d ə - ( - - )
ProtoGermanic-410_wedran-1,,ProtoGermanic,410_wedran,*wedran,wedran,w e d r a n,,,181,,,,w e d - r ( a n )
German-410_wedran-1,,German,410_wedran,Wetter,vɛtər,v ɛ t ə r,,,181,,,,v ɛ t ə r ( - - )
English-410_wedran-1,,English,410_wedran,weather,ʋɛðər,ʋ ɛ ð ə r,,,181,,,,ʋ ɛ ð ə r ( - - )
Dutch-410_wedran-1,,Dutch,410_wedran,weder,ʋeːdər,ʋ eː d ə r,,,181,,,,ʋ eː d ə r ( - - )
ProtoGermanic-156_lauban-1,,ProtoGermanic,156_lauban,*lauban,lauban,l au b a n,,,182,,,,l au b ( a n )
German-156_lauban-1,,German,156_lauban,Laub,laup,l au p,,,182,,,,l au b ( - - )
English-156_lauban-1,,English,156_lauban,leaf,liːf,l iː f,,,182,,,,l iː f ( - - )
Dutch-156_lauban-1,,Dutch,156_lauban,loof,loːf,l oː f,,,182,,,,l oː f ( - - )
ProtoGermanic-204_melukz-1,,ProtoGermanic,204_melukz,*melukz,melukz,m e l u k z,,,183,,,,m e l u k ( z )
German-204_melukz-1,,German,204_melukz,Milch,mɪlx,m ɪ l x,,,183,,,,m ɪ l - x ( - )
English-204_melukz-1,,English,204_melukz,milk,mɪlk,m ɪ l k,,,183,,,,m ɪ l - k ( - )
Dutch-204_melukz-1,,Dutch,204_melukz,melk,mɛlk,m ɛ l k,,,183,,,,m ɛ l - k ( - )
ProtoGermanic-346_sturmaz-1,,ProtoGermanic,346_sturmaz,*sturmaz,sturmaz,s t u r m a z,,,184,,,,s t u r m ( a z )
German-346_sturmaz-1,,German,346_sturmaz,Sturm,ʃtʊrm,ʃ t ʊ r m,,,184,,,,ʃ t ʊ r m ( - - )
English-346_sturmaz-1,,English,346_sturmaz,storm,stɔːm,s t ɔː m,,,184,,,,s t ɔː - m ( - - )
Dutch-346_sturmaz-1,,Dutch,346_sturmaz,storm,stɔrm,s t ɔ r m,,,184,,,,s t ɔ r m ( - - )
ProtoGermanic-437_wepnan-1,,ProtoGermanic,437_wepnan,*wēpnan,weːpnan,w eː p n a n,,,185,,,,w eː p n a n
German-437_wepnan-1,,German,437_wepnan,Waffe,vafə,v a f ə,,,185,,,,v a f - ə -
English-437_wepnan-1,,English,437_wepnan,weapon,ʋɛpən,ʋ ɛ p ə n,,,185,,,,ʋ ɛ p - ə n
Dutch-437_wepnan-1,,Dutch,437_wepnan,wapen,ʋaːpə,ʋ aː p ə,,,185,,,,ʋ aː p - ə -
ProtoGermanic-360_swellanan-1,,ProtoGermanic,360_swellanan,*swellanan,swellanan,s w e lː a n a n,,,186,,,,s w e lː a n ( a n )
German-360_swellanan-1,,German,360_swellanan,schwellen,ʃvɛlən,ʃ v ɛ l ə n,,,186,,,,ʃ v ɛ l ə n ( - - )
English-360_swellanan-1,,English,360_swellanan,swell,sʋɛl,s ʋ ɛ l,,,186,,,,s ʋ ɛ l - - ( - - )
ProtoGermanic-175_luban-1,,ProtoGermanic,175_luban,*luban,luban,l u b a n,,,187,,,,l u b ( a n )
German-175_luban-1,,German,175_luban,Lob,loːp,l oː p,,,187,,,,l oː b ( - - )
Dutch-175_luban-1,,Dutch,175_luban,lof,lɔf,l ɔ f,,,187,,,,l ɔ f ( - - )
ProtoGermanic-387_uxson-1,,ProtoGermanic,387_uxson,*uxsōn,uxsoːn,u x s oː n,,,188,,,,u x s oː ( n )
German-387_uxson-1,,German,387_uxson,Ochse,ɔksə,ɔ k s ə,,,188,,,,ɔ k s ə ( - )
English-387_uxson-1,,English,387_uxson,ox,ɔks,ɔ k s,,,188,,,,ɔ k s - ( - )
Dutch-387_uxson-1,,Dutch,387_uxson,os,ɔs,ɔ s,,,188,,,,ɔ - s - ( - )
ProtoGermanic-393_wainojanan-1,,ProtoGermanic,393_wainojanan,*wainōjanan,wainoːjanan,w ai n oː j a n a n,,,189,,,,w ai n oː j a n a n
German-393_wainojanan-1,,German,393_wainojanan,weinen,vainən,v ai n ə n,,,189,,,,v ai n - - ə n - -
English-393_wainojanan-1,,English,393_wainojanan,whine,ʋaɪn,ʋ aɪ n,,,189,,,,ʋ aɪ n - - - - - -
ProtoGermanic-354_sunuz-1,,ProtoGermanic,354_sunuz,*sunuz,sunuz,s u n u z,,,190,,,,s u n ( u z )
German-354_sunuz-1,,German,354_sunuz,Sohn,zoːn,z oː n,,,190,,,,z oː n ( - - )
Dutch-354_sunuz-1,,Dutch,354_sunuz,zoon,zoːn,z oː n,,,190,,,,z oː n ( - - )
ProtoGermanic-408_waxsanan-1,,ProtoGermanic,408_waxsanan,*waxsanan,waxsanan,w a x s a n a n,,,191,,,,w a x s a n ( a n )
German-408_waxsanan-1,,German,408_waxsanan,wachsen,vaksən,v a k s ə n,,,191,,,,v a k s ə n ( - - )
English-408_waxsanan-1,,English,408_waxsanan,wax,ʋæks,ʋ æ k s,,,191,,,,ʋ æ k s - - ( - - )
Dutch-408_waxsanan-1,,Dutch,408_waxsanan,wassen,ʋɑsə,ʋ ɑ s ə,,,191,,,,ʋ ɑ - s ə - ( - - )
ProtoGermanic-79_feluz-1,,ProtoGermanic,79_feluz,*felθuz,felθuz,f e l θ u z,,,192,,,,f e l θ ( u z )
German-79_feluz-1,,German,79_feluz,Feld,fɛlt,f ɛ l t,,,192,,,,f ɛ l d ( - - )
English-79_feluz-1,,English,79_feluz,field,fiːld,f iː l d,,,192,,,,f iː l d ( - - )
Dutch-79_feluz-1,,Dutch,79_feluz,veld,vɛlt,v ɛ l t,,,192,,,,v ɛ l t ( - - )
ProtoGermanic-400_waluz-1,,ProtoGermanic,400_waluz,*walθuz,walθuz,w a l θ u z,,,193,,,,w a l θ ( u z )
German-400_waluz-1,,German,400_waluz,Wald,valt,v a l t,,,193,,,,v a l d ( - - )
English-400_waluz-1,,English,400_waluz,wold,ʋəʊld,ʋ əʊ l d,,,193,,,,ʋ əʊ l d ( - - )
Dutch-400_waluz-1,,Dutch,400_waluz,woud,ʋɑut,ʋ ɑu t,,,193,,,,ʋ ɑu - t ( - - )
